Name,Frequency,Variants,Confidence_Level
Dunkin,5,,Medium
On Board,5,Board,Medium
University In Governmental Studies,5,Government,Medium
Signs It,5,Signs,Medium
For Think New Mexico,5,,Medium
Madden,5,Rick Madden,Medium
Please Start Your Presentation,5,Start,Medium
You Know There,5,,Medium
Sirventes,5,Sirventes Yes,Medium
At Conservation Voters New,5,Vote,Medium
Reel,5,,Medium
Savantes,5,,Medium
Ville,5,,Medium
We Respectfully Oppose This,5,Respectfully,Medium
For Northern New Mexico,5,,Medium
Holland,5,,Medium
Heinrich,5,,Medium
With That We Will,5,,Medium
Fierro,5,,Medium
Bringing This Bill Forward,5,,Medium
Mccain,5,,Medium
Jail,5,,Medium
Pain,5,John Painter,Medium
Sanchez No,5,,Medium
Berns,5,,Medium
True,5,,Medium
Tommen,5,,Medium
Everyone,5,Hi Everyone,Medium
Trump,5,,Medium
Near,5,Nearby Milan Yes,Medium
Larry Lehman,5,Lehman,Medium
Committee Members Can You,5,,Medium
Capos,5,,Medium
Place,5,Sweetser Place,Medium
Brands,5,,Medium
Somebody,5,,Medium
Braley,5,,Medium
You Guys,5,You Guys Too,Medium
From District One,5,From District One Which,Medium
Lata,5,,Medium
Directly,5,Direct,Medium
Gear,5,,Medium
Burn Sting,5,Ellen Burn Sting,Medium
For Bring This Forward,5,,Medium
So House Bill One,5,On House Bill One,Medium
On The Task Force,5,Task Force,Medium
Your Bill Is Amended,5,Your Bill,Medium
Pulp,5,,Medium
With Us,5,For Being With Us,Medium
Van Winkle,5,,Medium
Steinmo,5,Steinmore,Medium
Campos Votes No,5,,Medium
Stein Board,5,,Medium
Yas,5,,Medium
Trull,5,,Medium
Tobias Sibozia,5,Tobias Sibosia,Medium
Tobias And Botia,5,Tobias And Bosia,Medium
Turner,5,,Medium
Cakes,5,,Medium
Richard Larson,5,,Medium
On Page Two,5,On Page Two Line,Medium
Mccoy,5,,Medium
For The Mexico Chamber,5,,Medium
Connelly,5,Connolly,Medium
For The National Rifle,5,,Medium
Mechanic,5,Mechanic Can,Medium
Just Got,5,,Medium
You Have Six Yeses,5,You Have Six Yess,Medium
Speaker No,5,Speaker So,Medium
Katana,5,,Medium
Re Yes,5,,Medium
Outcome,5,Outcomes,Medium
Meetings,4,,Medium
Creates,4,Created,Medium
Marco,4,,Medium
But Yeah,4,,Medium
Chap,4,Chapter,Medium
Vinaya,4,,Medium
Terrible,4,,Medium
Reid,4,,Medium
Mclaughlin,4,,Medium
At Cottonwood Classical Preparatory,4,Class,Medium
With That We'Re,4,With That We'Ll,Medium
Latta,4,,Medium
Borego,4,,Medium
Gates,4,,Medium
Briding,4,,Medium
Within The New Mexico,4,Within,Medium
You Indicated,4,Indicated,Medium
Earned,4,,Medium
Anderson It,4,,Medium
For Her Comments,4,,Medium
Moving Into,4,Into,Medium
For The Lfc Recommendation,4,For The Llc Recommendation,Medium
For The Environment Department,4,,Medium
Accrues,4,,Medium
Roper,4,,Medium
Designate For The Economic,4,Economic,Medium
Church,4,,Medium
Pettigrew And Then Ranking,4,Ran,Medium
Level,4,,Medium
Ivory,4,,Medium
For Northern Regional Housing,4,Region,Medium
Herman,4,,Medium
Capture,4,,Medium
Burlington,4,Bur,Medium
You Have To Do,4,,Medium
We'Ve Got,4,,Medium
Yeah Yes,4,,Medium
For Department Of Information,4,,Medium
Peter Schoenberg,4,Peter,Medium
For That Clarification,4,,Medium
For That So,4,For That So If,Medium
In The State Budget,4,In The State,Medium
House District Sixty Nine,4,Six,Medium
Last Year,4,,Medium
Kirk,4,,Medium
Term,4,Term Bash Yes,Medium
Vodka,4,,Medium
Charity,4,,Medium
Chardon Clark,4,,Medium
Probst,4,,Medium
Sarato,4,,Medium
With Nea New Mexico,4,,Medium
Salazar,4,,Medium
Field,4,,Medium
Wrote,4,,Medium
Gerald,4,My Name Is Gerald,Medium
Okay Great,4,,Medium
Although,4,Although It,Medium
Area,4,From Los Crucis Area,Medium
Amanda,4,Members The Committee Amanda,Medium
Roger,4,,Medium
Members Of The Public,4,Public,Medium
Pays,4,Pay,Medium
Abbott,4,,Medium
Romo,4,,Medium
Harder,4,Har,Medium
Live,4,For The Livestock Board,Medium
Harm You,4,,Medium
Ranking Member,4,,Medium
Jeannie Oakes,4,,Medium
Up Yes,4,,Medium
Fitzgerald,4,,Medium
Talk About,4,Great To Talk About,Medium
Members Thank You So,4,Members Thank You All,Medium
Francisco,4,Francis,Medium
Vasquez,4,Torres Vasquez,Medium
Nichols,4,,Medium
On This Amendment,4,Amendment,Medium
My Questions Been Answered,4,My Questions Were Answered,Medium
Brigman,4,Bregman,Medium
Harry,4,Harry Antonio Junior,Medium
Versi Aga,4,Versi,Medium
For Finance Administration,4,Finance,Medium
Hochman Vigil And Then,4,,Medium
We Won,4,Won,Medium
Doubt,4,,Medium
Rock,4,,Medium
Excellent,4,Did An Excellent Job,Medium
Probes,4,,Medium
You Know You'Ve,4,You Know You'Re,Medium
You Have An Amended,4,,Medium
But We,4,,Medium
Not That,4,,Medium
If He Can Make,4,He Can,Medium
Mais,4,,Medium
You Have To Pass,4,,Medium
House Bill One Ninety,4,House Bill One Eighty,Medium
Speaker Think You'Re,4,Think,Medium
Final Tell His Ten,4,Tell,Medium
Clinton,4,,Medium
We Need,4,,Medium
You Are Muted,4,,Medium
Sure That,4,Make Sure That All,Medium
Guided Us,4,,Medium
Here That,4,,Medium
Powell,4,,Medium
Mondays,4,,Medium
Serve On This,4,,Medium
Compass,4,,Medium
New Mexico Interfaith Power,4,,Medium
Phonics Test,4,Phonics,Medium
Campos Are You Here,4,You Here,Medium
Carpenter,4,Carpenter May Have Some,Medium
Gibson,4,,Medium
Sanchez Here,4,,Medium
Nobel,4,Nobel Yes,Medium
Marks,4,,Medium
But Yes,4,,Medium
Taking,4,Taking Role,Medium
Just Like,4,Just Like To Introduce,Medium
Dantonio,4,Dan,Medium
Lisa Kakari Stone,4,Lisa,Medium
Wheeler,4,,Medium
Rael,4,,Medium
There Is An Amendment,4,,Medium
Rand,4,Committee Members Randy Trainer,Medium
Stephanix,4,Stephanie,Medium
Harramio,4,Harrami,Medium
Mail,4,,Medium
How To Be Able,4,How To Be,Medium
Minos,4,,Medium
Hearty Meal,4,,Medium
Burns,4,Stein Burns,Medium
On The Amendment,4,Discussion On The Amendment,Medium
Just Described,4,Described,Medium
For The Human Services,4,,Medium
My Name Is Justin,4,My Name Is Just,Medium
Neil,4,,Medium
Tomlinson,4,,Medium
Bolton,4,,Medium
Leo How To Meal,4,Leo How To Me,Medium
In New Mexico Voices,4,,Medium
Shortage,4,,Medium
Do Hick,4,Do Heck,Medium
Glass And Deborah Thorn,4,Glass,Medium
But But,4,,Medium
Doha,4,,Medium
Harmony,4,Harmon,Medium
Just Wanted To Let,4,Just Wanted,Medium
From Taxation And Revenue,4,Tax,Medium
Risel,4,,Medium
Barker,4,,Medium
Speaker That,4,Speaker That We Do,Medium
If You Would Call,4,,Medium
Bell,4,,Medium
Hope,4,Committee Members We Hope,Medium
Figura,4,,Medium
With Nea In New,4,,Medium
Andrea,4,,Medium
With Any New Mexico,4,,Medium
But If,4,,Medium
Roel Caballero,4,Roel,Medium
Lana,4,Lanai,Medium
Boom,4,,Medium
Novi,4,Novin,Medium
Ellen,4,,Medium
You Too,4,,Medium
Gonzales Are You There,4,,Medium
Korea,4,,Medium
In Albuquerque,4,,Medium
News,4,News Yes,Medium
In The Room,4,,Medium
Campos This,4,,Medium
Sign Born,4,,Medium
Tobias In Votes,4,,Medium
When You Yes,4,,Medium
Gonzales No,4,,Medium
For The Medical Cannabis,4,,Medium
Without,4,,Medium
Hochman Vigil Is Here,4,,Medium
Siegel,4,,Medium
You Ready For Us,4,,Medium
Protective Services At Cyfd,4,,Medium
New Mexico Dental Association,4,,Medium
For New Mexico Family,4,,Medium
Payee,4,,Medium
So This,4,So This Is This,Medium
Basanti,4,,Medium
Gaos,4,,Medium
Toronto,4,,Medium
Mission,4,,Medium
Certain,4,Certainly,Medium
Policy For The New,4,,Medium
Ivey Soto Are You,4,,Medium
Izzy,4,,Medium
Nighbor,4,,Medium
Oakland,4,,Medium
Vocals,4,Vocal,Medium
Chassis,4,,Medium
Ivey Soto Would You,4,,Medium
Very Good,4,Okay Very Good,Medium
Reeve Yes,4,,Medium
Condemned,4,,Medium
Read No,4,,Medium
If We Could Just,4,,Medium
About This Yes,4,,Medium
Doick,4,,Medium
Dewi,4,Dewitt,Medium
Dude,4,,Medium
Kevin,4,,Medium
Witty,3,,Medium
Training,3,,Medium
Grola,3,,Medium
Behind,3,,Medium
Just Just,3,,Medium
Blanc,3,,Medium
Search,3,,Medium
Should Be,3,,Medium
Borrego,3,,Medium
For The Energy,3,,Medium
For The Legislative Education,3,,Medium
Sanchez Is There Any,3,,Medium
You Know It,3,,Medium
Sweetser Your,3,,Medium
Members Of The Council,3,,Medium
Minister,3,,Medium
Colin,3,,Medium
Sanana,3,,Medium
Spencer,3,,Medium
Shire,3,,Medium
Troy,3,,Medium
Money,3,,Medium
Post,3,,Medium
Barbara,3,,Medium
Like Cruz,3,,Medium
Hired,3,,Medium
Alright,3,,Medium
Went,3,,Medium
Herera,3,,Medium
Federal,3,,Medium
For The Agency,3,,Medium
Bush,3,,Medium
Hochman Vigil Your,3,,Medium
Perhaps,3,,Medium
Neal Bowen,3,,Medium
Reminded Me,3,,Medium
We'Ve We'Ve,3,,Medium
Pettigrew Next We'Re,3,,Medium
Like To Turn It,3,,Medium
Hennessey,3,,Medium
My Name Is Gail,3,,Medium
Lost,3,,Medium
Switzer,3,,Medium
Feron,3,,Medium
Address That,3,,Medium
Figure,3,,Medium
Pops,3,,Medium
Draghi,3,,Medium
House Bill Thirty Three,3,,Medium
Jd Bullington,3,,Medium
Mccamley,3,,Medium
Amber Gallop,3,,Medium
One Point,3,,Medium
Drive,3,,Medium
Okay Thank You All,3,,Medium
One Thing,3,,Medium
Data,3,,Medium
Chatville,3,,Medium
Fuse,3,,Medium
Griego,3,,Medium
Had Emilio,3,,Medium
Sweetser Next We'Re,3,,Medium
Very Much,3,,Medium
Hendricks,3,,Medium
Diego,3,,Medium
For His Remarks,3,,Medium
Berger,3,,Medium
Rapp,3,,Medium
Rubin,3,,Medium
Hereta,3,,Medium
Lesc,3,,Medium
Joey,3,,Medium
Hendon,3,,Medium
Included,3,,Medium
Weights,3,,Medium
During,3,,Medium
Told Me,3,,Medium
From The New Mexico,3,,Medium
People,3,,Medium
Sounds Like,3,,Medium
Lite,3,,Medium
Flannery,3,,Medium
Verera,3,,Medium
Alkon,3,,Medium
Senior,3,,Medium
For Breath Of My,3,,Medium
Well That,3,,Medium
For The Opportunity,3,,Medium
Call Then,3,,Medium
Pena,3,,Medium
Jenkins,3,,Medium
While He,3,,Medium
New Mexico Bankers Association,3,,Medium
Dennis,3,,Medium
In Chief,3,,Medium
Guidance,3,,Medium
Show,3,,Medium
For Bringing Forward This,3,,Medium
Torah,3,,Medium
Speaker If,3,,Medium
Anymore,3,,Medium
If You'Ll Indulge,3,,Medium
Needs,3,,Medium
Do You Know How,3,,Medium
Hadn,3,,Medium
Apologies,3,,Medium
Elected,3,,Medium
With New Mexico Voices,3,,Medium
One Other Thing That,3,,Medium
You Want To Go,3,,Medium
Works,3,,Medium
Nayer,3,,Medium
Vegas,3,,Medium
While We'Re Waiting,3,,Medium
Course,3,,Medium
Steve,3,,Medium
For The Consumer Energy,3,,Medium
For Aarp In New,3,,Medium
Committee Members And Bill,3,,Medium
No It,3,,Medium
Hamblen Just,3,,Medium
Sheldon,3,,Medium
Uzel,3,,Medium
Ruel,3,,Medium
Members Of The Conservation,3,,Medium
Sells,3,,Medium
Brock,3,,Medium
Communities,3,,Medium
At The Energy Minerals,3,,Medium
Ruzel,3,,Medium
Surrounded,3,,Medium
Yel,3,,Medium
Diesel,3,,Medium
For New Mexico Wild,3,,Medium
Stefano Yes,3,,Medium
Honey,3,,Medium
As We Go Forward,3,,Medium
Gonzales For Sponsoring This,3,,Medium
Hamblen That,3,,Medium
Hamley,3,,Medium
No One,3,,Medium
Font Yes,3,,Medium
Senate Bill One Fifty,3,,Medium
Called The Roll,3,,Medium
Soles,3,,Medium
For New Mexico Association,3,,Medium
Diagnosed,3,,Medium
Isa,3,,Medium
For Conservation Voters New,3,,Medium
Briggs,3,,Medium
At New Mexico Cancer,3,,Medium
Duig,3,,Medium
Sharp,3,,Medium
Senses,3,,Medium
Dohe,3,,Medium
Gonzales For Bringing This,3,,Medium
Mills,3,,Medium
Schiff,3,,Medium
Naba,3,,Medium
Brat,3,,Medium
Cause,3,,Medium
Payton,3,,Medium
Sita,3,,Medium
Rod Regus,3,,Medium
Years Ago,3,,Medium
Itself,3,,Medium
Said Yes,3,,Medium
Gramm,3,,Medium
Werth,3,,Medium
With The Greater Albuquerque,3,,Medium
Help,3,,Medium
Oral Caballero,3,,Medium
Said He,3,,Medium
You Sell,3,,Medium
Well There,3,,Medium
Role,3,,Medium
For And On Behalf,3,,Medium
Perea Warniment If You,3,,Medium
Garant,3,,Medium
For All Of Your,3,,Medium
Editor,3,,Medium
For New Mexico State,3,,Medium
Longer,3,,Medium
Could You Could You,3,,Medium
If You'Re Not,3,,Medium
You'Re Muted,3,,Medium
Bacchus,3,,Medium
For The National Association,3,,Medium
Marquez,3,,Medium
Speak To That,3,,Medium
Full Yes,3,,Medium
Sewell,3,,Medium
Pentel,3,,Medium
Plaza,3,,Medium
For The Last Couple,3,,Medium
Pavia,3,,Medium
For Elevate The Spectrum,3,,Medium
Bison,3,,Medium
Couples,3,,Medium
Dubai,3,,Medium
Spent,3,,Medium
Gonzales Please,3,,Medium
Tree Hill,3,,Medium
Designate Of The Public,3,,Medium
Trainer,3,,Medium
Jacob,3,,Medium
For Asking That Question,3,,Medium
Alan,3,,Medium
Schino,3,,Medium
Truil,3,,Medium
Tells,3,,Medium
As We Move Forward,3,,Medium
Treil,3,,Medium
Vice,3,,Medium
Lindsey,3,,Medium
Campos You'Re Next,3,,Medium
Steinbar,3,,Medium
Shao,3,,Medium
Okay There,3,,Medium
But You Know We,3,,Medium
In Just,3,,Medium
Please Proceed,3,,Medium
Yes But,3,,Medium
Over The Legislative Finance,3,,Medium
Delgado,3,,Medium
You Can Do That,3,,Medium
Oh,3,,Medium
For The Assessors Affiliate,3,,Medium
For Carrying This Bill,3,,Medium
Bentley,3,,Medium
Insect,3,,Medium
Senate Cortez,3,,Medium
At Children,3,,Medium
Benaya,3,,Medium
Birnbaum,3,,Medium
Keats,3,,Medium
Alice,3,,Medium
Substitute Motion To Table,3,,Medium
Robson,3,,Medium
Dresses,3,,Medium
Naya,3,,Medium
Presenting,3,,Medium
So Yeah,3,,Medium
Received,3,,Medium
Brittney About,3,,Medium
For The Adelante Progressive,3,,Medium
Dole,3,,Medium
Kwan,3,,Medium
Schwartz,3,,Medium
Just To Be Clear,3,,Medium
Tomorrow Any Other Discussion,3,,Medium
Okay Good,3,,Medium
Read Here,3,,Medium
Reeve Here,3,,Medium
Speaker Just,3,,Medium
Alcohol,3,,Medium
Ivey Soto Did You,3,,Medium
Captain,3,,Medium
Moses,3,,Medium
Speaker Egolf,3,,Medium
Divert,3,,Medium
Sapansky Yes,3,,Medium
Sapolsky Yes,3,,Medium
Suggested,3,,Medium
Ivey Soto Is Proposing,3,,Medium
About This No,3,,Medium
Ivey Soto And Then,3,,Medium
Mendis,3,,Medium
Deit,3,,Medium
Mceneaney,3,,Medium
Dudley,3,,Medium
Parajuan,3,,Medium
Rotation,2,,Low
Anita,2,,Low
Geos,2,,Low
For The Hispanic Education,2,,Low
Emsley,2,,Low
Serana,2,,Low
Gorola,2,,Low
Hathaway,2,,Low
Following,2,,Low
Polk,2,,Low
Chaves,2,,Low
Sontag,2,,Low
Wangler,2,,Low
Yes If,2,,Low
Could You Repeat That,2,,Low
Obea,2,,Low
Nair,2,,Low
Ii,2,,Low
Cabinet,2,,Low
Ariana,2,,Low
Growth,2,,Low
Rassas,2,,Low
Teresa,2,,Low
For Audubon Southwest,2,,Low
Cassius,2,,Low
Silla,2,,Low
Provide,2,,Low
Sani,2,,Low
Offensive,2,,Low
Tonight,2,,Low
Members This Committee We,2,,Low
My Name Is Heather,2,,Low
Plenty,2,,Low
Linta,2,,Low
Rally,2,,Low
We Do Have Some,2,,Low
Phone,2,,Low
Pedro,2,,Low
Noh,2,,Low
Saavedra,2,,Low
Cruise,2,,Low
For Comments,2,,Low
Sergio,2,,Low
Culture,2,,Low
John Roderick,2,,Low
Mendez,2,,Low
Austin,2,,Low
Reynolds,2,,Low
Pippen,2,,Low
Pettigroup,2,,Low
Sully,2,,Low
Soana,2,,Low
For Bringing The Sport,2,,Low
Pettigrew Okay,2,,Low
Vedetta,2,,Low
Pettigrew Let,2,,Low
Raven,2,,Low
My Name Is Nathan,2,,Low
For Administration,2,,Low
Tao,2,,Low
Brings,2,,Low
Xi,2,,Low
Well This,2,,Low
Greer,2,,Low
Houckman,2,,Low
For The Commission,2,,Low
As You Can See,2,,Low
But Let,2,,Low
Heard That Yes,2,,Low
Occurs Please,2,,Low
Europe Yes,2,,Low
Traffic,2,,Low
Route,2,,Low
With We,2,,Low
Schreier,2,,Low
Anderson Is Here,2,,Low
Election,2,,Low
So All,2,,Low
On The Bill,2,,Low
Denise,2,,Low
Has Been Clear That,2,,Low
Anderson Next We'Re,2,,Low
Sweetser For Today,2,,Low
Some Of You May,2,,Low
Anderson You'Re Correct,2,,Low
Manson,2,,Low
Here Okay,2,,Low
Our House Bill One,2,,Low
Out Please,2,,Low
Del Cruz,2,,Low
Terence,2,,Low
Alison,2,,Low
Promised,2,,Low
Okay We'Ll Do,2,,Low
My Concern Is That,2,,Low
Sweetser There Any Opposition,2,,Low
By Everybody,2,,Low
Conaty,2,,Low
Marquita,2,,Low
Printed,2,,Low
Texas,2,,Low
Rachel,2,,Low
Selee,2,,Low
Riding,2,,Low
For Them To Make,2,,Low
Saly,2,,Low
Right Let,2,,Low
Yes Okay,2,,Low
With Respect To That,2,,Low
For Dfa,2,,Low
Josette Monet,2,,Low
Whitfield,2,,Low
Science,2,,Low
Anderson Can,2,,Low
Bustamante,2,,Low
Out On This Opportunity,2,,Low
Montorio,2,,Low
Derek,2,,Low
Saka,2,,Low
Muhan,2,,Low
When When,2,,Low
My Question Was Answered,2,,Low
How To Me Next,2,,Low
Designate Of The Department,2,,Low
Nodded,2,,Low
Shortly,2,,Low
Hadda,2,,Low
Modi,2,,Low
Do You Mind If,2,,Low
Lena,2,,Low
Carignane,2,,Low
Just One Final Question,2,,Low
Correct Me If,2,,Low
My Name Is Greg,2,,Low
We'Re Not We,2,,Low
Committee To Hsd Code,2,,Low
Salie,2,,Low
One Of The Questions,2,,Low
Hero,2,,Low
Bailey,2,,Low
Just One Very Quick,2,,Low
Sister,2,,Low
Jake,2,,Low
Lehan,2,,Low
Khan,2,,Low
Ripley,2,,Low
Regalado,2,,Low
Risley White,2,,Low
Aaron,2,,Low
For The All Public,2,,Low
Webster,2,,Low
For The Office Broadband,2,,Low
Nixon,2,,Low
Saini,2,,Low
Okay House Bill One,2,,Low
House Bill Sixty Six,2,,Low
Hello It,2,,Low
Designate Thank You So,2,,Low
Anderson And That Will,2,,Low
How Do We Know,2,,Low
Better,2,,Low
Separate,2,,Low
In Charge Of Our,2,,Low
Syriana Can You Please,2,,Low
Committee Members Were Not,2,,Low
Right The Lfc Recommendation,2,,Low
For The Recommendation,2,,Low
So Far,2,,Low
Yes You Are Correct,2,,Low
Vernon,2,,Low
Gerginsky And My Counterpart,2,,Low
Announced That Her State,2,,Low
You Know That,2,,Low
Cynically,2,,Low
Nando,2,,Low
Brendan,2,,Low
You Have An Amendment,2,,Low
Radio,2,,Low
Zubieta,2,,Low
Shannon,2,,Low
Trevor,2,,Low
Great Thank You So,2,,Low
Sweetser That,2,,Low
Foster,2,,Low
Morales,2,,Low
Casillas,2,,Low
Chip,2,,Low
Valerio,2,,Low
Asked Us To Do,2,,Low
Sarno,2,,Low
You Know Just,2,,Low
Through,2,,Low
Replace,2,,Low
One Last Thing,2,,Low
With That We Just,2,,Low
Do You Want Them,2,,Low
Just Make,2,,Low
Brandon,2,,Low
Powdell Culbert,2,,Low
Bangles Yes,2,,Low
On The Committee Substitute,2,,Low
Palejon,2,,Low
Sorato,2,,Low
Tourism,2,,Low
Yes The Table,2,,Low
Yes After The Final,2,,Low
Linton,2,,Low
Have You Ever Been,2,,Low
Bagels,2,,Low
Speaker And Gentle Lady,2,,Low
With That Was Stand,2,,Low
Lender,2,,Low
Basically Yes,2,,Low
For New Mexico Idea,2,,Low
Meredith,2,,Low
Committee Members Jerry Scheller,2,,Low
If You Know,2,,Low
Priority And Endorsed Bills,2,,Low
My Name Is John,2,,Low
Culbert Yes,2,,Low
Well Yes,2,,Low
On The Substitute Bill,2,,Low
Fifteen,2,,Low
Based On That,2,,Low
Strato,2,,Low
No To Table,2,,Low
Nice To See You,2,,Low
For Answer My Questions,2,,Low
At New Mexico Environment,2,,Low
Jane,2,,Low
Happy To Be Here,2,,Low
For Bringing This Important,2,,Low
There Is Not,2,,Low
Think You Represent It,2,,Low
Please Begin,2,,Low
Weisel,2,,Low
London,2,,Low
Mccorkle,2,,Low
When Appropriate,2,,Low
Guessing,2,,Low
Lion,2,,Low
In Addition To That,2,,Low
If You Could Raise,2,,Low
Bill Yes,2,,Low
Have We'Ve Been,2,,Low
We Do Have Lots,2,,Low
Calls,2,,Low
Lance This,2,,Low
Jarvis,2,,Low
Well Let,2,,Low
If You Get,2,,Low
Please Yes Please,2,,Low
Rule,2,,Low
Sandra Pan,2,,Low
Sandra Penn,2,,Low
Noble,2,,Low
Candie Sweetser,2,,Low
Ramon Sanchez,2,,Low
Built,2,,Low
Members Of Committee John,2,,Low
Yes Thank You All,2,,Low
At Thank You So,2,,Low
Brooks,2,,Low
Perot,2,,Low
Bente,2,,Low
At This Moment,2,,Low
Tedro,2,,Low
If They Don,2,,Low
So No,2,,Low
Moved To Table,2,,Low
Wurst,2,,Low
Ael,2,,Low
So You'Re,2,,Low
We Know That There,2,,Low
Sweeties,2,,Low
For Discussion Purposes,2,,Low
Proteum,2,,Low
Right Here,2,,Low
Sender,2,,Low
One Minute,2,,Low
For Defenders Of Wildlife,2,,Low
For Eddy County Eddy,2,,Low
Herself,2,,Low
Hazel,2,,Low
Finance Yes,2,,Low
My Name Is Erin,2,,Low
Could You Tell Us,2,,Low
Sauls,2,,Low
You Ready To Proceed,2,,Low
Top,2,,Low
Fontana Yes,2,,Low
How Much,2,,Low
Song,2,,Low
My Name Is Jd,2,,Low
How Are We Going,2,,Low
So Senate Bill One,2,,Low
Committees Yes,2,,Low
If You Would Allow,2,,Low
Products Yes,2,,Low
Sun,2,,Low
Mantas,2,,Low
Guy Ecosse,2,,Low
Please Call The Voting,2,,Low
Wirtz,2,,Low
If You So Desire,2,,Low
Did You Want Me,2,,Low
So Is There Any,2,,Low
Fonsi,2,,Low
Kill,2,,Low
We Call The Roll,2,,Low
These Two Elements Need,2,,Low
Yourself,2,,Low
You Can Get,2,,Low
Okay Is There Any,2,,Low
Initiative,2,,Low
Do You Want Your,2,,Low
Pontus,2,,Low
Survived,2,,Low
Just To One Question,2,,Low
Fan,2,,Low
Clearly,2,,Low
With Questions,2,,Low
Nouvelle,2,,Low
So Okay,2,,Low
One Of The Comments,2,,Low
Specifically,2,,Low
Phonics Yes,2,,Low
Moran,2,,Low
Members So,2,,Low
Has There Been Any,2,,Low
Gonzales And You Know,2,,Low
Yazel,2,,Low
Alcorn,2,,Low
So On Page Four,2,,Low
Happy To Answer Any,2,,Low
If We Could Hear,2,,Low
At The National Nonprofit,2,,Low
For The Answer,2,,Low
Hamblen Here,2,,Low
Balch,2,,Low
If She,2,,Low
With The Natural Resources,2,,Low
Shop,2,,Low
We'Re Not Gonna,2,,Low
Hefner,2,,Low
Neville But,2,,Low
House Bill One Sixty,2,,Low
Bricks,2,,Low
Well You Know,2,,Low
Kalman,2,,Low
For Bringing This This,2,,Low
Do Hate,2,,Low
Wanting To Make Sure,2,,Low
Right Yeah,2,,Low
Gonzales We'Re Gonna,2,,Low
Yeah You Know,2,,Low
Okay Yeah We'Re,2,,Low
With Expertise And Benefits,2,,Low
Donald,2,,Low
Currier,2,,Low
Tolman,2,,Low
Okay Well,2,,Low
For The National Federation,2,,Low
Vlada,2,,Low
Adamillo,2,,Low
Hara,2,,Low
Sanchez It,2,,Low
My Name Is Nancy,2,,Low
Correctly,2,,Low
In The House,2,,Low
Sanchez Excuse,2,,Low
Defendants,2,,Low
Jamil,2,,Low
Barber Mac In Any,2,,Low
Our Meal,2,,Low
You Want To Speak,2,,Low
How To Meal That,2,,Low
Considers,2,,Low
My Name Is Missy,2,,Low
Peacock,2,,Low
Sanchez For Bringing This,2,,Low
Thompson Are There Any,2,,Low
Tom And Talked About,2,,Low
Sando Yes,2,,Low
Hadamio,2,,Low
Lotus,2,,Low
Honorable Committee Members My,2,,Low
Protem,2,,Low
Harlan,2,,Low
Shendo And And This,2,,Low
There We Go,2,,Low
Holmes,2,,Low
Tion,2,,Low
Only,2,,Low
Hated,2,,Low
Like To Move,2,,Low
Jamio,2,,Low
Sharr,2,,Low
Romeo,2,,Low
Greece,2,,Low
Authorized,2,,Low
Had To Me,2,,Low
As You All Know,2,,Low
Keith,2,,Low
Passes,2,,Low
Armio,2,,Low
Du Hicks,2,,Low
Colleagues,2,,Low
Schmide,2,,Low
Worley,2,,Low
Seneal,2,,Low
Ivey Soto So,2,,Low
Rate,2,,Low
Tom And For Bringing,2,,Low
Toman,2,,Low
For Los Alamos County,2,,Low
Home And Are You,2,,Low
Said There,2,,Low
Gonzales Senate Bill One,2,,Low
Malley,2,,Low
For The North Central,2,,Low
Has Done,2,,Low
For Economic Development,2,,Low
Cologne,2,,Low
Members Matt Thompson,2,,Low
Nyberg,2,,Low
Read Don George,2,,Low
Work Yes,2,,Low
Sanchez Is Not Here,2,,Low
Stephanni,2,,Low
Trejo,2,,Low
Tracy Ho,2,,Low
So House Bill Two,2,,Low
Just For Clarification,2,,Low
State Affairs For Pharmaceutical,2,,Low
Thompson But,2,,Low
Bye,2,,Low
Hermiel,2,,Low
Jara Meal,2,,Low
You Have Been Amended,2,,Low
Al Park Registered Lobbyist,2,,Low
Google,2,,Low
Torres Valesques,2,,Low
For Val Caballero,2,,Low
Give Us,2,,Low
Yeah Here,2,,Low
Lame,2,,Low
Maturing,2,,Low
Bacca,2,,Low
House District Thirty Four,2,,Low
For Sure,2,,Low
All Of Our Tribal,2,,Low
Cannot,2,,Low
For The Carriage Children,2,,Low
Robocup,2,,Low
Exam,2,,Low
Just Wanted To Make,2,,Low
Chris Balzano,2,,Low
Jacqueline Costales,2,,Low
Medical Maria,2,,Low
With Any In New,2,,Low
Sweetser For Bringing This,2,,Low
Subsection,2,,Low
For The American Lung,2,,Low
Roach,2,,Low
Yeah Sure,2,,Low
For Educators Rising,2,,Low
If We Could Get,2,,Low
Melton On The Twenty,2,,Low
Mino Almoya,2,,Low
Coach,2,,Low
We Think It,2,,Low
Via,2,,Low
For Approval,2,,Low
Warrants,2,,Low
Lines,2,,Low
Headed,2,,Low
On Page Eight,2,,Low
Out On Daily Life,2,,Low
For The Public Simply,2,,Low
For Bringing This Very,2,,Low
Jeannie Oaks,2,,Low
Dalal,2,,Low
For This Opportunity,2,,Low
At The Higher Education,2,,Low
Yeah That,2,,Low
New Mexico Council University,2,,Low
Typically,2,,Low
Spitzer Yes,2,,Low
Prevention For The New,2,,Low
At The Public Education,2,,Low
You Call The Roll,2,,Low
Ultimately,2,,Low
New Mexico State University,2,,Low
Last Time,2,,Low
Russia,2,,Low
Roch,2,,Low
But No,2,,Low
Heather Bassett,2,,Low
On Page One Line,2,,Low
