name,last_name,frequency,confidence,chamber,party,district,years_active,committees,verified,notes,variants
Members Of The Conservation,Conservation,3,medium,Unknown,Unknown,Unknown,,,False,,
Sells,Sells,3,medium,Unknown,Unknown,Unknown,,,False,,
Brock,Brock,3,medium,Unknown,Unknown,Unknown,,,False,,
Communities,Communities,3,medium,Unknown,Unknown,Unknown,,,False,,
At The Energy Minerals,Minerals,3,medium,Unknown,Unknown,Unknown,,,False,,
Ruzel,Ruzel,3,medium,Unknown,Unknown,Unknown,,,False,,
Surrounded,Surrounded,3,medium,Unknown,Unknown,Unknown,,,False,,
Yel,Yel,3,medium,Unknown,Unknown,Unknown,,,False,,
Diesel,Diesel,3,medium,Unknown,Unknown,Unknown,,,False,,
For New Mexico Wild,Wild,3,medium,Unknown,Unknown,Unknown,,,False,,
Stefano Yes,Yes,3,medium,Unknown,Unknown,Unknown,,,False,,
Honey,Honey,3,medium,Unknown,Unknown,Unknown,,,False,,
As We Go Forward,Forward,3,medium,Unknown,Unknown,Unknown,,,False,,
Gonzales For Sponsoring This,This,3,medium,Unknown,Unknown,Unknown,,,False,,
Hamblen That,That,3,medium,Unknown,Unknown,Unknown,,,False,,
Hamley,Hamley,3,medium,Unknown,Unknown,Unknown,,,False,,
No One,One,3,medium,Unknown,Unknown,Unknown,,,False,,
Font Yes,Yes,3,medium,Unknown,Unknown,Unknown,,,False,,
Senate Bill One Fifty,Fifty,3,medium,Unknown,Unknown,Unknown,,,False,,
Called The Roll,Roll,3,medium,Unknown,Unknown,Unknown,,,False,,
Soles,Soles,3,medium,Unknown,Unknown,Unknown,,,False,,
For New Mexico Association,Association,3,medium,Unknown,Unknown,Unknown,,,False,,
Diagnosed,Diagnosed,3,medium,Unknown,Unknown,Unknown,,,False,,
Isa,Isa,3,medium,Unknown,Unknown,Unknown,,,False,,
For Conservation Voters New,New,3,medium,Unknown,Unknown,Unknown,,,False,,
Briggs,Briggs,3,medium,Unknown,Unknown,Unknown,,,False,,
At New Mexico Cancer,Cancer,3,medium,Unknown,Unknown,Unknown,,,False,,
Duig,Duig,3,medium,Unknown,Unknown,Unknown,,,False,,
Sharp,Sharp,3,medium,Unknown,Unknown,Unknown,,,False,,
Senses,Senses,3,medium,Unknown,Unknown,Unknown,,,False,,
Dohe,Dohe,3,medium,Unknown,Unknown,Unknown,,,False,,
Gonzales For Bringing This,This,3,medium,Unknown,Unknown,Unknown,,,False,,
Mills,Mills,3,medium,Unknown,Unknown,Unknown,,,False,,
Schiff,Schiff,3,medium,Unknown,Unknown,Unknown,,,False,,
Naba,Naba,3,medium,Unknown,Unknown,Unknown,,,False,,
Brat,Brat,3,medium,Unknown,Unknown,Unknown,,,False,,
Cause,Cause,3,medium,Unknown,Unknown,Unknown,,,False,,
Payton,Payton,3,medium,Unknown,Unknown,Unknown,,,False,,
Sita,Sita,3,medium,Unknown,Unknown,Unknown,,,False,,
Rod Regus,Regus,3,medium,Unknown,Unknown,Unknown,,,False,,
Years Ago,Ago,3,medium,Unknown,Unknown,Unknown,,,False,,
Itself,Itself,3,medium,Unknown,Unknown,Unknown,,,False,,
Said Yes,Yes,3,medium,Unknown,Unknown,Unknown,,,False,,
Gramm,Gramm,3,medium,Unknown,Unknown,Unknown,,,False,,
Werth,Werth,3,medium,Unknown,Unknown,Unknown,,,False,,
With The Greater Albuquerque,Albuquerque,3,medium,Unknown,Unknown,Unknown,,,False,,
Help,Help,3,medium,Unknown,Unknown,Unknown,,,False,,
Oral Caballero,Caballero,3,medium,Unknown,Unknown,Unknown,,,False,,
Said He,He,3,medium,Unknown,Unknown,Unknown,,,False,,
You Sell,Sell,3,medium,Unknown,Unknown,Unknown,,,False,,
Well There,There,3,medium,Unknown,Unknown,Unknown,,,False,,
Role,Role,3,medium,Unknown,Unknown,Unknown,,,False,,
For And On Behalf,Behalf,3,medium,Unknown,Unknown,Unknown,,,False,,
Perea Warniment If You,You,3,medium,Unknown,Unknown,Unknown,,,False,,
Garant,Garant,3,medium,Unknown,Unknown,Unknown,,,False,,
For All Of Your,Your,3,medium,Unknown,Unknown,Unknown,,,False,,
Editor,Editor,3,medium,Unknown,Unknown,Unknown,,,False,,
For New Mexico State,State,3,medium,Unknown,Unknown,Unknown,,,False,,
Longer,Longer,3,medium,Unknown,Unknown,Unknown,,,False,,
Could You Could You,You,3,medium,Unknown,Unknown,Unknown,,,False,,
If You'Re Not,Not,3,medium,Unknown,Unknown,Unknown,,,False,,
You'Re Muted,Muted,3,medium,Unknown,Unknown,Unknown,,,False,,
Bacchus,Bacchus,3,medium,Unknown,Unknown,Unknown,,,False,,
For The National Association,Association,3,medium,Unknown,Unknown,Unknown,,,False,,
Marquez,Marquez,3,medium,Unknown,Unknown,Unknown,,,False,,
Speak To That,That,3,medium,Unknown,Unknown,Unknown,,,False,,
Full Yes,Yes,3,medium,Unknown,Unknown,Unknown,,,False,,
Sewell,Sewell,3,medium,Unknown,Unknown,Unknown,,,False,,
Pentel,Pentel,3,medium,Unknown,Unknown,Unknown,,,False,,
Plaza,Plaza,3,medium,Unknown,Unknown,Unknown,,,False,,
For The Last Couple,Couple,3,medium,Unknown,Unknown,Unknown,,,False,,
Pavia,Pavia,3,medium,Unknown,Unknown,Unknown,,,False,,
For Elevate The Spectrum,Spectrum,3,medium,Unknown,Unknown,Unknown,,,False,,
Bison,Bison,3,medium,Unknown,Unknown,Unknown,,,False,,
Couples,Couples,3,medium,Unknown,Unknown,Unknown,,,False,,
Dubai,Dubai,3,medium,Unknown,Unknown,Unknown,,,False,,
Spent,Spent,3,medium,Unknown,Unknown,Unknown,,,False,,
Gonzales Please,Please,3,medium,Unknown,Unknown,Unknown,,,False,,
Tree Hill,Hill,3,medium,Unknown,Unknown,Unknown,,,False,,
Designate Of The Public,Public,3,medium,Unknown,Unknown,Unknown,,,False,,
Trainer,Trainer,3,medium,Unknown,Unknown,Unknown,,,False,,
Jacob,Jacob,3,medium,Unknown,Unknown,Unknown,,,False,,
For Asking That Question,Question,3,medium,Unknown,Unknown,Unknown,,,False,,
Alan,Alan,3,medium,Unknown,Unknown,Unknown,,,False,,
Schino,Schino,3,medium,Unknown,Unknown,Unknown,,,False,,
Truil,Truil,3,medium,Unknown,Unknown,Unknown,,,False,,
Tells,Tells,3,medium,Unknown,Unknown,Unknown,,,False,,
As We Move Forward,Forward,3,medium,Unknown,Unknown,Unknown,,,False,,
Treil,Treil,3,medium,Unknown,Unknown,Unknown,,,False,,
Vice,Vice,3,medium,Unknown,Unknown,Unknown,,,False,,
Lindsey,Lindsey,3,medium,Unknown,Unknown,Unknown,,,False,,
Campos You'Re Next,Next,3,medium,Unknown,Unknown,Unknown,,,False,,
Steinbar,Steinbar,3,medium,Unknown,Unknown,Unknown,,,False,,
Shao,Shao,3,medium,Unknown,Unknown,Unknown,,,False,,
Okay There,There,3,medium,Unknown,Unknown,Unknown,,,False,,
But You Know We,We,3,medium,Unknown,Unknown,Unknown,,,False,,
In Just,Just,3,medium,Unknown,Unknown,Unknown,,,False,,
Please Proceed,Proceed,3,medium,Unknown,Unknown,Unknown,,,False,,
Yes But,But,3,medium,Unknown,Unknown,Unknown,,,False,,
Over The Legislative Finance,Finance,3,medium,Unknown,Unknown,Unknown,,,False,,
Delgado,Delgado,3,medium,Unknown,Unknown,Unknown,,,False,,
You Can Do That,That,3,medium,Unknown,Unknown,Unknown,,,False,,
Oh,Oh,3,medium,Unknown,Unknown,Unknown,,,False,,
For The Assessors Affiliate,Affiliate,3,medium,Unknown,Unknown,Unknown,,,False,,
For Carrying This Bill,Bill,3,medium,Unknown,Unknown,Unknown,,,False,,
Bentley,Bentley,3,medium,Unknown,Unknown,Unknown,,,False,,
Insect,Insect,3,medium,Unknown,Unknown,Unknown,,,False,,
Senate Cortez,Cortez,3,medium,Unknown,Unknown,Unknown,,,False,,
At Children,Children,3,medium,Unknown,Unknown,Unknown,,,False,,
Benaya,Benaya,3,medium,Unknown,Unknown,Unknown,,,False,,
Birnbaum,Birnbaum,3,medium,Unknown,Unknown,Unknown,,,False,,
Keats,Keats,3,medium,Unknown,Unknown,Unknown,,,False,,
Alice,Alice,3,medium,Unknown,Unknown,Unknown,,,False,,
Substitute Motion To Table,Table,3,medium,Unknown,Unknown,Unknown,,,False,,
Robson,Robson,3,medium,Unknown,Unknown,Unknown,,,False,,
Dresses,Dresses,3,medium,Unknown,Unknown,Unknown,,,False,,
Naya,Naya,3,medium,Unknown,Unknown,Unknown,,,False,,
Presenting,Presenting,3,medium,Unknown,Unknown,Unknown,,,False,,
So Yeah,Yeah,3,medium,Unknown,Unknown,Unknown,,,False,,
Received,Received,3,medium,Unknown,Unknown,Unknown,,,False,,
Brittney About,About,3,medium,Unknown,Unknown,Unknown,,,False,,
For The Adelante Progressive,Progressive,3,medium,Unknown,Unknown,Unknown,,,False,,
Dole,Dole,3,medium,Unknown,Unknown,Unknown,,,False,,
Kwan,Kwan,3,medium,Unknown,Unknown,Unknown,,,False,,
Schwartz,Schwartz,3,medium,Unknown,Unknown,Unknown,,,False,,
Just To Be Clear,Clear,3,medium,Unknown,Unknown,Unknown,,,False,,
Tomorrow Any Other Discussion,Discussion,3,medium,Unknown,Unknown,Unknown,,,False,,
Okay Good,Good,3,medium,Unknown,Unknown,Unknown,,,False,,
Read Here,Here,3,medium,Unknown,Unknown,Unknown,,,False,,
Reeve Here,Here,3,medium,Unknown,Unknown,Unknown,,,False,,
Speaker Just,Just,3,medium,Unknown,Unknown,Unknown,,,False,,
Alcohol,Alcohol,3,medium,Unknown,Unknown,Unknown,,,False,,
Ivey Soto Did You,You,3,medium,Unknown,Unknown,Unknown,,,False,,
Captain,Captain,3,medium,Unknown,Unknown,Unknown,,,False,,
Moses,Moses,3,medium,Unknown,Unknown,Unknown,,,False,,
Speaker Egolf,Egolf,3,medium,Unknown,Unknown,Unknown,,,False,,
Divert,Divert,3,medium,Unknown,Unknown,Unknown,,,False,,
Sapansky Yes,Yes,3,medium,Unknown,Unknown,Unknown,,,False,,
Sapolsky Yes,Yes,3,medium,Unknown,Unknown,Unknown,,,False,,
Suggested,Suggested,3,medium,Unknown,Unknown,Unknown,,,False,,
Ivey Soto Is Proposing,Proposing,3,medium,Unknown,Unknown,Unknown,,,False,,
About This No,No,3,medium,Unknown,Unknown,Unknown,,,False,,
Ivey Soto And Then,Then,3,medium,Unknown,Unknown,Unknown,,,False,,
Mendis,Mendis,3,medium,Unknown,Unknown,Unknown,,,False,,
Deit,Deit,3,medium,Unknown,Unknown,Unknown,,,False,,
Mceneaney,Mceneaney,3,medium,Unknown,Unknown,Unknown,,,False,,
Dudley,Dudley,3,medium,Unknown,Unknown,Unknown,,,False,,
Parajuan,Parajuan,3,medium,Unknown,Unknown,Unknown,,,False,,
Rotation,Rotation,2,low,Unknown,Unknown,Unknown,,,False,,
Anita,Anita,2,low,Unknown,Unknown,Unknown,,,False,,
Geos,Geos,2,low,Unknown,Unknown,Unknown,,,False,,
For The Hispanic Education,Education,2,low,Unknown,Unknown,Unknown,,,False,,
Emsley,Emsley,2,low,Unknown,Unknown,Unknown,,,False,,
Serana,Serana,2,low,Unknown,Unknown,Unknown,,,False,,
Gorola,Gorola,2,low,Unknown,Unknown,Unknown,,,False,,
Hathaway,Hathaway,2,low,Unknown,Unknown,Unknown,,,False,,
Following,Following,2,low,Unknown,Unknown,Unknown,,,False,,
Polk,Polk,2,low,Unknown,Unknown,Unknown,,,False,,
Chaves,Chaves,2,low,Unknown,Unknown,Unknown,,,False,,
Sontag,Sontag,2,low,Unknown,Unknown,Unknown,,,False,,
Wangler,Wangler,2,low,Unknown,Unknown,Unknown,,,False,,
Yes If,If,2,low,Unknown,Unknown,Unknown,,,False,,
Could You Repeat That,That,2,low,Unknown,Unknown,Unknown,,,False,,
Obea,Obea,2,low,Unknown,Unknown,Unknown,,,False,,
Nair,Nair,2,low,Unknown,Unknown,Unknown,,,False,,
Ii,Ii,2,low,Unknown,Unknown,Unknown,,,False,,
Cabinet,Cabinet,2,low,Unknown,Unknown,Unknown,,,False,,
Ariana,Ariana,2,low,Unknown,Unknown,Unknown,,,False,,
Growth,Growth,2,low,Unknown,Unknown,Unknown,,,False,,
Rassas,Rassas,2,low,Unknown,Unknown,Unknown,,,False,,
Teresa,Teresa,2,low,Unknown,Unknown,Unknown,,,False,,
For Audubon Southwest,Southwest,2,low,Unknown,Unknown,Unknown,,,False,,
Cassius,Cassius,2,low,Unknown,Unknown,Unknown,,,False,,
Silla,Silla,2,low,Unknown,Unknown,Unknown,,,False,,
Provide,Provide,2,low,Unknown,Unknown,Unknown,,,False,,
Sani,Sani,2,low,Unknown,Unknown,Unknown,,,False,,
Offensive,Offensive,2,low,Unknown,Unknown,Unknown,,,False,,
Tonight,Tonight,2,low,Unknown,Unknown,Unknown,,,False,,
Members This Committee We,We,2,low,Unknown,Unknown,Unknown,,,False,,
My Name Is Heather,Heather,2,low,Unknown,Unknown,Unknown,,,False,,
Plenty,Plenty,2,low,Unknown,Unknown,Unknown,,,False,,
Linta,Linta,2,low,Unknown,Unknown,Unknown,,,False,,
Rally,Rally,2,low,Unknown,Unknown,Unknown,,,False,,
We Do Have Some,Some,2,low,Unknown,Unknown,Unknown,,,False,,
Phone,Phone,2,low,Unknown,Unknown,Unknown,,,False,,
Pedro,Pedro,2,low,Unknown,Unknown,Unknown,,,False,,
Noh,Noh,2,low,Unknown,Unknown,Unknown,,,False,,
Saavedra,Saavedra,2,low,Unknown,Unknown,Unknown,,,False,,
Cruise,Cruise,2,low,Unknown,Unknown,Unknown,,,False,,
For Comments,Comments,2,low,Unknown,Unknown,Unknown,,,False,,
Sergio,Sergio,2,low,Unknown,Unknown,Unknown,,,False,,
Culture,Culture,2,low,Unknown,Unknown,Unknown,,,False,,
John Roderick,Roderick,2,low,Unknown,Unknown,Unknown,,,False,,
Mendez,Mendez,2,low,Unknown,Unknown,Unknown,,,False,,
Austin,Austin,2,low,Unknown,Unknown,Unknown,,,False,,
Reynolds,Reynolds,2,low,Unknown,Unknown,Unknown,,,False,,
Pippen,Pippen,2,low,Unknown,Unknown,Unknown,,,False,,
Pettigroup,Pettigroup,2,low,Unknown,Unknown,Unknown,,,False,,
Sully,Sully,2,low,Unknown,Unknown,Unknown,,,False,,
Soana,Soana,2,low,Unknown,Unknown,Unknown,,,False,,
For Bringing The Sport,Sport,2,low,Unknown,Unknown,Unknown,,,False,,
Pettigrew Okay,Okay,2,low,Unknown,Unknown,Unknown,,,False,,
Vedetta,Vedetta,2,low,Unknown,Unknown,Unknown,,,False,,
Pettigrew Let,Let,2,low,Unknown,Unknown,Unknown,,,False,,
Raven,Raven,2,low,Unknown,Unknown,Unknown,,,False,,
My Name Is Nathan,Nathan,2,low,Unknown,Unknown,Unknown,,,False,,
For Administration,Administration,2,low,Unknown,Unknown,Unknown,,,False,,
Tao,Tao,2,low,Unknown,Unknown,Unknown,,,False,,
Brings,Brings,2,low,Unknown,Unknown,Unknown,,,False,,
Xi,Xi,2,low,Unknown,Unknown,Unknown,,,False,,
Well This,This,2,low,Unknown,Unknown,Unknown,,,False,,
Greer,Greer,2,low,Unknown,Unknown,Unknown,,,False,,
Houckman,Houckman,2,low,Unknown,Unknown,Unknown,,,False,,
For The Commission,Commission,2,low,Unknown,Unknown,Unknown,,,False,,
As You Can See,See,2,low,Unknown,Unknown,Unknown,,,False,,
But Let,Let,2,low,Unknown,Unknown,Unknown,,,False,,
Heard That Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Occurs Please,Please,2,low,Unknown,Unknown,Unknown,,,False,,
Europe Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Traffic,Traffic,2,low,Unknown,Unknown,Unknown,,,False,,
Route,Route,2,low,Unknown,Unknown,Unknown,,,False,,
With We,We,2,low,Unknown,Unknown,Unknown,,,False,,
Schreier,Schreier,2,low,Unknown,Unknown,Unknown,,,False,,
Anderson Is Here,Here,2,low,Unknown,Unknown,Unknown,,,False,,
Election,Election,2,low,Unknown,Unknown,Unknown,,,False,,
So All,All,2,low,Unknown,Unknown,Unknown,,,False,,
On The Bill,Bill,2,low,Unknown,Unknown,Unknown,,,False,,
Denise,Denise,2,low,Unknown,Unknown,Unknown,,,False,,
Has Been Clear That,That,2,low,Unknown,Unknown,Unknown,,,False,,
Anderson Next We'Re,We'Re,2,low,Unknown,Unknown,Unknown,,,False,,
Sweetser For Today,Today,2,low,Unknown,Unknown,Unknown,,,False,,
Some Of You May,May,2,low,Unknown,Unknown,Unknown,,,False,,
Anderson You'Re Correct,Correct,2,low,Unknown,Unknown,Unknown,,,False,,
Manson,Manson,2,low,Unknown,Unknown,Unknown,,,False,,
Here Okay,Okay,2,low,Unknown,Unknown,Unknown,,,False,,
Our House Bill One,One,2,low,Unknown,Unknown,Unknown,,,False,,
Out Please,Please,2,low,Unknown,Unknown,Unknown,,,False,,
Del Cruz,Cruz,2,low,Unknown,Unknown,Unknown,,,False,,
Terence,Terence,2,low,Unknown,Unknown,Unknown,,,False,,
Alison,Alison,2,low,Unknown,Unknown,Unknown,,,False,,
Promised,Promised,2,low,Unknown,Unknown,Unknown,,,False,,
Okay We'Ll Do,Do,2,low,Unknown,Unknown,Unknown,,,False,,
My Concern Is That,That,2,low,Unknown,Unknown,Unknown,,,False,,
Sweetser There Any Opposition,Opposition,2,low,Unknown,Unknown,Unknown,,,False,,
By Everybody,Everybody,2,low,Unknown,Unknown,Unknown,,,False,,
Conaty,Conaty,2,low,Unknown,Unknown,Unknown,,,False,,
Marquita,Marquita,2,low,Unknown,Unknown,Unknown,,,False,,
Printed,Printed,2,low,Unknown,Unknown,Unknown,,,False,,
Texas,Texas,2,low,Unknown,Unknown,Unknown,,,False,,
Rachel,Rachel,2,low,Unknown,Unknown,Unknown,,,False,,
Selee,Selee,2,low,Unknown,Unknown,Unknown,,,False,,
Riding,Riding,2,low,Unknown,Unknown,Unknown,,,False,,
For Them To Make,Make,2,low,Unknown,Unknown,Unknown,,,False,,
Saly,Saly,2,low,Unknown,Unknown,Unknown,,,False,,
Right Let,Let,2,low,Unknown,Unknown,Unknown,,,False,,
Yes Okay,Okay,2,low,Unknown,Unknown,Unknown,,,False,,
With Respect To That,That,2,low,Unknown,Unknown,Unknown,,,False,,
For Dfa,Dfa,2,low,Unknown,Unknown,Unknown,,,False,,
Josette Monet,Monet,2,low,Unknown,Unknown,Unknown,,,False,,
Whitfield,Whitfield,2,low,Unknown,Unknown,Unknown,,,False,,
Science,Science,2,low,Unknown,Unknown,Unknown,,,False,,
Anderson Can,Can,2,low,Unknown,Unknown,Unknown,,,False,,
Bustamante,Bustamante,2,low,Unknown,Unknown,Unknown,,,False,,
Out On This Opportunity,Opportunity,2,low,Unknown,Unknown,Unknown,,,False,,
Montorio,Montorio,2,low,Unknown,Unknown,Unknown,,,False,,
Derek,Derek,2,low,Unknown,Unknown,Unknown,,,False,,
Saka,Saka,2,low,Unknown,Unknown,Unknown,,,False,,
Muhan,Muhan,2,low,Unknown,Unknown,Unknown,,,False,,
When When,When,2,low,Unknown,Unknown,Unknown,,,False,,
My Question Was Answered,Answered,2,low,Unknown,Unknown,Unknown,,,False,,
How To Me Next,Next,2,low,Unknown,Unknown,Unknown,,,False,,
Designate Of The Department,Department,2,low,Unknown,Unknown,Unknown,,,False,,
Nodded,Nodded,2,low,Unknown,Unknown,Unknown,,,False,,
Shortly,Shortly,2,low,Unknown,Unknown,Unknown,,,False,,
Hadda,Hadda,2,low,Unknown,Unknown,Unknown,,,False,,
Modi,Modi,2,low,Unknown,Unknown,Unknown,,,False,,
Do You Mind If,If,2,low,Unknown,Unknown,Unknown,,,False,,
Lena,Lena,2,low,Unknown,Unknown,Unknown,,,False,,
Carignane,Carignane,2,low,Unknown,Unknown,Unknown,,,False,,
Just One Final Question,Question,2,low,Unknown,Unknown,Unknown,,,False,,
Correct Me If,If,2,low,Unknown,Unknown,Unknown,,,False,,
My Name Is Greg,Greg,2,low,Unknown,Unknown,Unknown,,,False,,
We'Re Not We,We,2,low,Unknown,Unknown,Unknown,,,False,,
Committee To Hsd Code,Code,2,low,Unknown,Unknown,Unknown,,,False,,
Salie,Salie,2,low,Unknown,Unknown,Unknown,,,False,,
One Of The Questions,Questions,2,low,Unknown,Unknown,Unknown,,,False,,
Hero,Hero,2,low,Unknown,Unknown,Unknown,,,False,,
Bailey,Bailey,2,low,Unknown,Unknown,Unknown,,,False,,
Just One Very Quick,Quick,2,low,Unknown,Unknown,Unknown,,,False,,
Sister,Sister,2,low,Unknown,Unknown,Unknown,,,False,,
Jake,Jake,2,low,Unknown,Unknown,Unknown,,,False,,
Lehan,Lehan,2,low,Unknown,Unknown,Unknown,,,False,,
Khan,Khan,2,low,Unknown,Unknown,Unknown,,,False,,
Ripley,Ripley,2,low,Unknown,Unknown,Unknown,,,False,,
Regalado,Regalado,2,low,Unknown,Unknown,Unknown,,,False,,
Risley White,White,2,low,Unknown,Unknown,Unknown,,,False,,
Aaron,Aaron,2,low,Unknown,Unknown,Unknown,,,False,,
For The All Public,Public,2,low,Unknown,Unknown,Unknown,,,False,,
Webster,Webster,2,low,Unknown,Unknown,Unknown,,,False,,
For The Office Broadband,Broadband,2,low,Unknown,Unknown,Unknown,,,False,,
Nixon,Nixon,2,low,Unknown,Unknown,Unknown,,,False,,
Saini,Saini,2,low,Unknown,Unknown,Unknown,,,False,,
Okay House Bill One,One,2,low,Unknown,Unknown,Unknown,,,False,,
House Bill Sixty Six,Six,2,low,Unknown,Unknown,Unknown,,,False,,
Hello It,It,2,low,Unknown,Unknown,Unknown,,,False,,
Designate Thank You So,So,2,low,Unknown,Unknown,Unknown,,,False,,
Anderson And That Will,Will,2,low,Unknown,Unknown,Unknown,,,False,,
How Do We Know,Know,2,low,Unknown,Unknown,Unknown,,,False,,
Better,Better,2,low,Unknown,Unknown,Unknown,,,False,,
Separate,Separate,2,low,Unknown,Unknown,Unknown,,,False,,
In Charge Of Our,Our,2,low,Unknown,Unknown,Unknown,,,False,,
Syriana Can You Please,Please,2,low,Unknown,Unknown,Unknown,,,False,,
Committee Members Were Not,Not,2,low,Unknown,Unknown,Unknown,,,False,,
Right The Lfc Recommendation,Recommendation,2,low,Unknown,Unknown,Unknown,,,False,,
For The Recommendation,Recommendation,2,low,Unknown,Unknown,Unknown,,,False,,
So Far,Far,2,low,Unknown,Unknown,Unknown,,,False,,
Yes You Are Correct,Correct,2,low,Unknown,Unknown,Unknown,,,False,,
Vernon,Vernon,2,low,Unknown,Unknown,Unknown,,,False,,
Gerginsky And My Counterpart,Counterpart,2,low,Unknown,Unknown,Unknown,,,False,,
Announced That Her State,State,2,low,Unknown,Unknown,Unknown,,,False,,
You Know That,That,2,low,Unknown,Unknown,Unknown,,,False,,
Cynically,Cynically,2,low,Unknown,Unknown,Unknown,,,False,,
Nando,Nando,2,low,Unknown,Unknown,Unknown,,,False,,
Brendan,Brendan,2,low,Unknown,Unknown,Unknown,,,False,,
You Have An Amendment,Amendment,2,low,Unknown,Unknown,Unknown,,,False,,
Radio,Radio,2,low,Unknown,Unknown,Unknown,,,False,,
Zubieta,Zubieta,2,low,Unknown,Unknown,Unknown,,,False,,
Shannon,Shannon,2,low,Unknown,Unknown,Unknown,,,False,,
Trevor,Trevor,2,low,Unknown,Unknown,Unknown,,,False,,
Great Thank You So,So,2,low,Unknown,Unknown,Unknown,,,False,,
Sweetser That,That,2,low,Unknown,Unknown,Unknown,,,False,,
Foster,Foster,2,low,Unknown,Unknown,Unknown,,,False,,
Morales,Morales,2,low,Unknown,Unknown,Unknown,,,False,,
Casillas,Casillas,2,low,Unknown,Unknown,Unknown,,,False,,
Chip,Chip,2,low,Unknown,Unknown,Unknown,,,False,,
Valerio,Valerio,2,low,Unknown,Unknown,Unknown,,,False,,
Asked Us To Do,Do,2,low,Unknown,Unknown,Unknown,,,False,,
Sarno,Sarno,2,low,Unknown,Unknown,Unknown,,,False,,
You Know Just,Just,2,low,Unknown,Unknown,Unknown,,,False,,
Through,Through,2,low,Unknown,Unknown,Unknown,,,False,,
Replace,Replace,2,low,Unknown,Unknown,Unknown,,,False,,
One Last Thing,Thing,2,low,Unknown,Unknown,Unknown,,,False,,
With That We Just,Just,2,low,Unknown,Unknown,Unknown,,,False,,
Do You Want Them,Them,2,low,Unknown,Unknown,Unknown,,,False,,
Just Make,Make,2,low,Unknown,Unknown,Unknown,,,False,,
Brandon,Brandon,2,low,Unknown,Unknown,Unknown,,,False,,
Powdell Culbert,Culbert,2,low,Unknown,Unknown,Unknown,,,False,,
Bangles Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
On The Committee Substitute,Substitute,2,low,Unknown,Unknown,Unknown,,,False,,
Palejon,Palejon,2,low,Unknown,Unknown,Unknown,,,False,,
Sorato,Sorato,2,low,Unknown,Unknown,Unknown,,,False,,
Tourism,Tourism,2,low,Unknown,Unknown,Unknown,,,False,,
Yes The Table,Table,2,low,Unknown,Unknown,Unknown,,,False,,
Yes After The Final,Final,2,low,Unknown,Unknown,Unknown,,,False,,
Linton,Linton,2,low,Unknown,Unknown,Unknown,,,False,,
Have You Ever Been,Been,2,low,Unknown,Unknown,Unknown,,,False,,
Bagels,Bagels,2,low,Unknown,Unknown,Unknown,,,False,,
Speaker And Gentle Lady,Lady,2,low,Unknown,Unknown,Unknown,,,False,,
With That Was Stand,Stand,2,low,Unknown,Unknown,Unknown,,,False,,
Lender,Lender,2,low,Unknown,Unknown,Unknown,,,False,,
Basically Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
For New Mexico Idea,Idea,2,low,Unknown,Unknown,Unknown,,,False,,
Meredith,Meredith,2,low,Unknown,Unknown,Unknown,,,False,,
Committee Members Jerry Scheller,Scheller,2,low,Unknown,Unknown,Unknown,,,False,,
If You Know,Know,2,low,Unknown,Unknown,Unknown,,,False,,
Priority And Endorsed Bills,Bills,2,low,Unknown,Unknown,Unknown,,,False,,
My Name Is John,John,2,low,Unknown,Unknown,Unknown,,,False,,
Culbert Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
Well Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
On The Substitute Bill,Bill,2,low,Unknown,Unknown,Unknown,,,False,,
Fifteen,Fifteen,2,low,Unknown,Unknown,Unknown,,,False,,
Based On That,That,2,low,Unknown,Unknown,Unknown,,,False,,
Strato,Strato,2,low,Unknown,Unknown,Unknown,,,False,,
No To Table,Table,2,low,Unknown,Unknown,Unknown,,,False,,
Nice To See You,You,2,low,Unknown,Unknown,Unknown,,,False,,
For Answer My Questions,Questions,2,low,Unknown,Unknown,Unknown,,,False,,
At New Mexico Environment,Environment,2,low,Unknown,Unknown,Unknown,,,False,,
Jane,Jane,2,low,Unknown,Unknown,Unknown,,,False,,
Happy To Be Here,Here,2,low,Unknown,Unknown,Unknown,,,False,,
For Bringing This Important,Important,2,low,Unknown,Unknown,Unknown,,,False,,
There Is Not,Not,2,low,Unknown,Unknown,Unknown,,,False,,
Think You Represent It,It,2,low,Unknown,Unknown,Unknown,,,False,,
Please Begin,Begin,2,low,Unknown,Unknown,Unknown,,,False,,
Weisel,Weisel,2,low,Unknown,Unknown,Unknown,,,False,,
London,London,2,low,Unknown,Unknown,Unknown,,,False,,
Mccorkle,Mccorkle,2,low,Unknown,Unknown,Unknown,,,False,,
When Appropriate,Appropriate,2,low,Unknown,Unknown,Unknown,,,False,,
Guessing,Guessing,2,low,Unknown,Unknown,Unknown,,,False,,
Lion,Lion,2,low,Unknown,Unknown,Unknown,,,False,,
In Addition To That,That,2,low,Unknown,Unknown,Unknown,,,False,,
If You Could Raise,Raise,2,low,Unknown,Unknown,Unknown,,,False,,
Bill Yes,Yes,2,low,Unknown,Unknown,Unknown,,,False,,
