bill_id,bill_type,full_name,frequency,num_transcripts,variants
HB 121,HB,House Bill,2,2,"House Bill 121; house bill
121"
HB 122,HB,House Bill,2,2,"House Bill 122; house bill
122"
HB 564,HB,House Bill,2,2,"House Bill
564; House Bill 564"
HB 504,HB,House Bill,2,2,HB 504; House Bill 504
HB 574,HB,House Bill,2,2,HB 574; House Bill 574
HB 476,HB,House Bill,2,2,HB 476; House Bill 476
SB 391,SB,Senate Bill,2,2,Senate Bill 391
SB 412,SB,Senate Bill,2,2,Senate Bill 412
SB 139,SB,Senate Bill,2,2,"SB 139; Senate Bill
139; Senate Bill 139"
SB 342,SB,Senate Bill,2,2,Senate Bill 342
SB 339,SB,Senate Bill,2,2,Senate Bill 339; Senate bill 339
SB 470,SB,Senate Bill,2,2,SB 470; Senate Bill 470
SB 260,SB,Senate Bill,2,2,SB 260; Senate Bill 260
SB 262,SB,Senate Bill,2,2,Senate Bill 262
SB 439,SB,Senate Bill,2,2,Senate Bill 439
SB 466,SB,Senate Bill,2,2,"Senate Bill
466; Senate Bill 466"
SB 413,SB,Senate Bill,2,2,"Senate Bill
413; Senate Bill 413"
SB 422,SB,Senate Bill,2,2,Senate Bill 422
SB 141,SB,Senate Bill,2,2,"SB
141; SB 141; Senate Bill 141"
SB 181,SB,Senate Bill,2,2,Senate Bill 181
SB 183,SB,Senate Bill,2,2,"Senate Bill
183; Senate Bill 183"
SB 393,SB,Senate Bill,2,2,Senate Bill 393; Senate bill 393
SB 297,SB,Senate Bill,2,2,"Senate Bill 297; Senate bill
297"
SB 372,SB,Senate Bill,2,2,SB 372; Senate Bill 372
SB 424,SB,Senate Bill,2,2,"SB
424; SB 424; Senate Bill 424"
SB 497,SB,Senate Bill,2,2,Senate Bill 497
SB 336,SB,Senate Bill,2,2,"SB 336; Senate Bill
336; Senate Bill 336"
SB 67,SB,Senate Bill,2,2,Senate Bill 67
SB 316,SB,Senate Bill,2,2,"SB
316; SB 316; Senate Bill
316; Senate Bill 316; Senate bill
316"
HB 464,HB,House Bill,2,2,House Bill 464
SB 323,SB,Senate Bill,2,2,"Senate Bill
323; Senate Bill 323"
SB 351,SB,Senate Bill,2,2,Senate Bill 351
SB 473,SB,Senate Bill,2,2,"Senate Bill
473; Senate Bill 473"
HB 473,HB,House Bill,2,2,"House Bill
473; House Bill 473; house Bill 473"
HB 537,HB,House Bill,2,2,"HB 537; House Bill
537; House Bill 537"
HB 536,HB,House Bill,2,2,House Bill 536
HB 397,HB,House Bill,2,2,"House Bill
397; House Bill 397"
SB 416,SB,Senate Bill,2,2,Senate Bill 416
HB 488,HB,House Bill,2,2,House Bill 488
SB 396,SB,Senate Bill,2,2,"Senate Bill
396; Senate Bill 396"
SB 524,SB,Senate Bill,2,2,Senate Bill 524
SB 147,SB,Senate Bill,2,2,SB 147; Senate Bill 147
SB 245,SB,Senate Bill,2,2,"Senate Bill
245; Senate Bill 245"
SB 437,SB,Senate Bill,2,2,"Senate Bill
437; Senate Bill 437"
SB 465,SB,Senate Bill,2,2,"Senate Bill
465; Senate Bill 465"
SB 314,SB,Senate Bill,2,2,Senate Bill 314
SB 421,SB,Senate Bill,2,2,Senate Bill 421; Senate bill 421
SB 97,SB,Senate Bill,2,2,Senate Bill 97
SB 301,SB,Senate Bill,2,2,"Senate Bill
301; Senate Bill 301"
SB 222,SB,Senate Bill,2,2,Senate Bill 222
SB 185,SB,Senate Bill,2,2,SB 185; Senate Bill 185
SB 134,SB,Senate Bill,2,2,Senate Bill 134
SB 87,SB,Senate Bill,2,2,Senate Bill 87
HB 441,HB,House Bill,2,2,"HB 441; House Bill
441; House Bill 441"
HB 463,HB,House Bill,2,2,House Bill 463
HB 119,HB,House Bill,2,2,"House Bill
119; House Bill 119"
HB 593,HB,House Bill,2,2,HB 593; House Bill 593
HB 512,HB,House Bill,2,2,HB 512; House Bill 512
HB 400,HB,House Bill,2,2,HB 400; House Bill 400
HB 374,HB,House Bill,2,2,HB 374; House Bill 374
HB 379,HB,House Bill,2,2,HB 379; House Bill 379
HB 543,HB,House Bill,2,2,HB 543; House Bill 543
HB 561,HB,House Bill,2,2,"House Bill
561; House Bill 561; house Bill 561"
HB 486,HB,House Bill,2,2,"HB
486; HB 486; House Bill
486; House Bill 486"
HB 460,HB,House Bill,2,2,HB 460; House Bill 460
HB 500,HB,House Bill,2,2,"HB 500; House Bill
500; House Bill 500"
SB 502,SB,Senate Bill,2,2,Senate Bill 502
SB 269,SB,Senate Bill,2,2,"Senate Bill
269; Senate Bill 269"
SB 104,SB,Senate Bill,2,2,"SB 104; Senate Bill
104; Senate Bill 104"
SB 392,SB,Senate Bill,2,2,Senate Bill 392
SB 511,SB,Senate Bill,2,2,"Senate Bill
511; Senate Bill 511"
SB 582,SB,Senate Bill,2,2,SB 582; Senate Bill 582
SB 270,SB,Senate Bill,2,2,"Senate Bill
270; Senate Bill 270"
SB 288,SB,Senate Bill,2,2,Senate Bill 288; Senate bill 288
SB 338,SB,Senate Bill,2,2,Senate Bill 338
SB 365,SB,Senate Bill,2,2,Senate Bill 365
SB 366,SB,Senate Bill,2,2,Senate Bill 366
SB 395,SB,Senate Bill,2,2,Senate Bill 395
SB 427,SB,Senate Bill,2,2,Senate Bill 427
HB 594,HB,House Bill,2,2,HB 594; House Bill 594; house Bill 594
HB 4594,HB,House Bill,2,2,"HB
4594; House Bill 4594"
HB 318,HB,House Bill,2,2,House Bill 318
SB 191,SB,Senate Bill,2,2,"Senate Bill
191; Senate Bill 191"
SB 150,SB,Senate Bill,2,2,Senate Bill 150
SB 374,SB,Senate Bill,2,2,"Senate Bill
374; Senate Bill 374"
SB 381,SB,Senate Bill,2,2,"Senate Bill
381"
SB 244,SB,Senate Bill,2,2,Senate Bill 244
SB 32,SB,Senate Bill,2,2,Senate Bill 32
SB 359,SB,Senate Bill,2,2,Senate Bill 359
SB 307,SB,Senate Bill,2,2,Senate Bill 307
HB 342,HB,House Bill,2,2,House Bill 342
SB 464,SB,Senate Bill,2,2,Senate Bill 464
HM 28,HM,House Memorial,2,2,"House Memorial
28; House Memorial 28"
HM 30,HM,House Memorial,2,2,House Memorial 30
HJR 18,HJR,House Joint Resolution,2,2,HJR 18; House Joint Resolution 18
SB 3636,SB,Senate Bill,2,2,"Senate Bill
3636; Senate Bill 3636"
HM 17,HM,House Memorial,2,2,"House Memorial
17; House Memorial 17; House memorial 17; house Memorial 17"
HB 321,HB,House Bill,2,2,House Bill 321
HB 327,HB,House Bill,2,2,House Bill 327
HJR 14,HJR,House Joint Resolution,2,2,"House Joint resolution 14; House joint Resolution
14; House joint resolution 14"
HB 577,HB,House Bill,2,2,"House Bill
577; House Bill 577"
HM 26,HM,House Memorial,2,2,House Memorial 26
HM 21,HM,House Memorial,2,2,House Memorial 21
HB 435,HB,House Bill,2,2,"HB 435; House Bill
435; House Bill 435"
HB 436,HB,House Bill,2,2,House Bill 436
HB 126,HB,House Bill,2,2,"House Bill
126; House Bill 126"
HB 96,HB,House Bill,2,2,"House Bill
96; House Bill 96"
HB 105,HB,House Bill,2,2,"House Bill
105; House Bill 105"
HB 107,HB,House Bill,2,2,"HB
107; HB 107; House Bill
107; House Bill 107; house Bill 107"
HB 412,HB,House Bill,2,2,House Bill 412
HM 54,HM,House Memorial,2,2,House Memorial 54
HM 49,HM,House Memorial,2,2,"House Memorial
49; House Memorial 49"
HM 47,HM,House Memorial,2,2,House Memorial 47
HM 8,HM,House Memorial,2,2,House Memorial 8
HB 422,HB,House Bill,2,2,House Bill 422
HB 424,HB,House Bill,2,2,"House Bill
424; House Bill 424"
HB 474,HB,House Bill,2,2,HB 474; House Bill 474
HB 481,HB,House Bill,2,2,"HB 481; House Bill
481; House Bill 481"
HB 484,HB,House Bill,2,2,House Bill 484
HB 502,HB,House Bill,2,2,HB 502; House Bill 502
HB 513,HB,House Bill,2,2,"House Bill
513; House Bill 513"
HB 552,HB,House Bill,2,2,"HB 552; House Bill
552; House Bill 552"
HB 580,HB,House Bill,2,2,HB 580; House Bill 580
HM 9,HM,House Memorial,2,2,"House Memorial
9; House Memorial 9"
HM 14,HM,House Memorial,2,2,"House Memorial
14; House Memorial 14"
HB 85,HB,House Bill,2,2,House Bill 85
HB 100,HB,House Bill,2,2,House Bill 100
SB 3003,SB,Senate Bill,2,2,Senate Bill 3003
HB 360,HB,House Bill,2,2,House Bill 360
HB 362,HB,House Bill,2,2,"House Bill 362; house Bill
362"
HB 363,HB,House Bill,2,2,House Bill 363; house Bill 363
HM 22,HM,House Memorial,2,2,"House Memorial
22; House Memorial 22"
HB 452,HB,House Bill,2,2,"HB 452; House Bill
452; House Bill 452"
HB 455,HB,House Bill,2,2,House Bill 455
HM 12TH,HM,House Memorial,2,2,"House Memorial
12th; House Memorial 12th"
HB 248,HB,House Bill,2,2,"House Bill
248; House Bill 248"
HB 262,HB,House Bill,2,2,House Bill 262; house Bill 262
HM 4,HM,House Memorial,2,2,"House Memorial
4; House Memorial 4"
HB 142,HB,House Bill,2,2,"House Bill
142; House Bill 142"
HB 144,HB,House Bill,2,2,House Bill 144
HB 173,HB,House Bill,2,2,House Bill 173
HJR 7,HJR,House Joint Resolution,2,2,"HJR 7; House Joint Resolution
7; House joint resolution 7"
HB 588,HB,House Bill,2,2,"HB 588; House Bill
588; House Bill 588"
HB 1717,HB,House Bill,2,2,House Bill 1717
HB 278,HB,House Bill,2,2,House Bill 278
HB 294,HB,House Bill,2,2,"House Bill
294; House Bill 294"
HB 309,HB,House Bill,2,2,House Bill 309
HB 45,HB,House Bill,2,2,"HB
45; HB 45; House Bill 45"
HJR 4,HJR,House Joint Resolution,2,2,HJR 4; HJR4; House Joint Resolution 4; House joint resolution 4; house joint resolution 4
HB 204,HB,House Bill,2,2,HB 204; House Bill 204
HJR 9,HJR,House Joint Resolution,2,2,HJR 9; House joint resolution 9
SB 462,SB,Senate Bill,2,2,"SB
462; Senate Bill 462"
SB 332,SB,Senate Bill,2,2,"Senate Bill
332; Senate Bill 332"
SB 306,SB,Senate Bill,2,2,"Senate Bill 306; Senate bill
306"
SB 308,SB,Senate Bill,2,2,"Senate Bill 308; Senate bill
308"
SB 409,SB,Senate Bill,2,2,"Senate Bill
409; Senate Bill 409; Senate bill
409"
SB 468,SB,Senate Bill,2,2,"Senate Bill
468; Senate Bill 468"
SB 447,SB,Senate Bill,2,2,SB 447; Senate Bill 447
SJR 7,SJR,Senate Joint Resolution,2,2,SJR 7; Senate Joint Resolution 7
SB 2122,SB,Senate Bill,2,2,SB 2122; Senate Bill 2122
SM 18,SM,Senate Memorial,2,2,"Senate Memorial
18; Senate Memorial 18"
SB 368,SB,Senate Bill,2,2,SB 368; Senate Bill 368
SB 496,SB,Senate Bill,2,2,"Senate Bill
496; Senate Bill 496"
SB 257,SB,Senate Bill,2,2,"Senate Bill
257; Senate Bill 257"
SB 43,SB,Senate Bill,2,2,Senate Bill 43
SB 157,SB,Senate Bill,2,2,Senate Bill 157
SB 256,SB,Senate Bill,2,2,Senate Bill 256
HM 85,HM,House Memorial,2,2,"House Memorial
85; House Memorial 85"
SB 310,SB,Senate Bill,2,2,SB 310; Senate Bill 310
SB 79,SB,Senate Bill,2,2,Senate Bill 79; Senate bill 79
SB 0001,SB,Senate Bill,2,2,"SB
0001"
SB 410,SB,Senate Bill,2,2,Senate Bill 410
SB 74,SB,Senate Bill,2,2,SB 74; Senate Bill 74; Senate bill 74
SB 522,SB,Senate Bill,2,2,Senate Bill 522
SM 24,SM,Senate Memorial,2,2,Senate Memorial 24
SJR 9,SJR,Senate Joint Resolution,2,2,SJR 9; Senate Joint resolution 9
SB 555,SB,Senate Bill,2,2,Senate Bill 555
SB 504,SB,Senate Bill,2,2,Senate Bill 504
SB 553,SB,Senate Bill,2,2,Senate Bill 553
SM 15,SM,Senate Memorial,2,2,Senate Memorial 15
SB 209,SB,Senate Bill,2,2,Senate Bill 209
SM 43,SM,Senate Memorial,1,1,SM 43
HB 5453,HB,House Bill,1,1,HB 5453
HB 2928,HB,House Bill,1,1,"HB
2928"
HB 3364,HB,House Bill,1,1,House Bill 3364
HB 1175,HB,House Bill,1,1,House Bill 1175
HB 1133,HB,House Bill,1,1,House Bill 1133
HB 1112,HB,House Bill,1,1,House Bill 1112
SB 2219,SB,Senate Bill,1,1,Senate Bill 2219
HB 3307,HB,House Bill,1,1,"HB
3307"
HB 1756,HB,House Bill,1,1,HB 1756
HB 4314,HB,House Bill,1,1,House Bill 4314
HB 2291,HB,House Bill,1,1,HB 2291
SB 352,SB,Senate Bill,1,1,SB 352
SB 9294,SB,Senate Bill,1,1,"SB
9294"
SB 369,SB,Senate Bill,1,1,Senate Bill 369
HB 56A,HB,House Bill,1,1,House Bill 56A
HB 93A,HB,House Bill,1,1,House Bill 93A
HB 99A,HB,House Bill,1,1,House Bill 99A
SB 80S,SB,Senate Bill,1,1,Senate Bill 80s
SB 320,SB,Senate Bill,1,1,"Senate Bill
320; Senate Bill 320"
SB 350,SB,Senate Bill,1,1,Senate Bill 350
SB 351A,SB,Senate Bill,1,1,Senate Bill 351A
SB 193,SB,Senate Bill,1,1,SB 193
HB 2160,HB,House Bill,1,1,House Bill 2160
HB 2308,HB,House Bill,1,1,House Bill 2308
HB 2S,HB,House Bill,1,1,House Bill 2s
SB 13TH,SB,Senate Bill,1,1,SB 13th
HB 4807,HB,House Bill,1,1,HB 4807
SB 2258,SB,Senate Bill,1,1,Senate Bill 2258
SB 2246,SB,Senate Bill,1,1,"Senate Bill
2246"
SB 864,SB,Senate Bill,1,1,SB 864
SB 493,SB,Senate Bill,1,1,Senate Bill 493
SB 2119,SB,Senate Bill,1,1,SB 2119
HB 711,HB,House Bill,1,1,House Bill 711
SB 4849,SB,Senate Bill,1,1,SB 4849
HB 1968,HB,House Bill,1,1,HB 1968
HB 1111,HB,House Bill,1,1,"HB
1111"
HB 2226,HB,House Bill,1,1,HB 2226
HB 1308,HB,House Bill,1,1,HB 1308
HB 7174,HB,House Bill,1,1,House Bill 7174
HB 2233,HB,House Bill,1,1,"HB
2233; House Bill 2233"
HB 349,HB,House Bill,1,1,HB 349
HB 708,HB,House Bill,1,1,HB 708
HB 8D,HB,House Bill,1,1,HB8D
HB 666,HB,House Bill,1,1,hb 666
HB 18,HB,House Bill,1,1,hb 18
SB 1070,SB,Senate Bill,1,1,Senate Bill 1070
SB 433,SB,Senate Bill,1,1,SB 433
SB 1452,SB,Senate Bill,1,1,SB 1452
SB 356,SB,Senate Bill,1,1,"Senate Bill
356; Senate Bill 356"
SM 11,SM,Senate Memorial,1,1,Senate Memorial 11
SB 430,SB,Senate Bill,1,1,SB 430; Senate Bill 430
HB 009,HB,House Bill,1,1,HB 009
SB 3959,SB,Senate Bill,1,1,Senate Bill 3959
HB 2258,HB,House Bill,1,1,"HB
2258"
HB 998,HB,House Bill,1,1,House Bill 998
SB 124A,SB,Senate Bill,1,1,Senate Bill 124A
HB 982,HB,House Bill,1,1,House Bill 982
HB 3339,HB,House Bill,1,1,House Bill 3339
HB 7981,HB,House Bill,1,1,"House Bill
7981"
SCR 16,SCR,Senate Concurrent Resolution,1,1,Scr 16
SB 658,SB,Senate Bill,1,1,Senate Bill 658
SB 2279,SB,Senate Bill,1,1,"SB
2279"
SB 363,SB,Senate Bill,1,1,Senate Bill 363
HB 203S,HB,House Bill,1,1,HB 203s
HB 1170,HB,House Bill,1,1,House Bill 1170
HB 1095,HB,House Bill,1,1,House Bill 1095
HB 350,HB,House Bill,1,1,House Bill 350
HJR 17,HJR,House Joint Resolution,1,1,House joint resolution 17
HJR 19,HJR,House Joint Resolution,1,1,"House Joint Resolution 19; House Joint resolution
19"
HJR 20,HJR,House Joint Resolution,1,1,House Joint Resolution 20
HJR 21,HJR,House Joint Resolution,1,1,House Joint Resolution 21
HB 317,HB,House Bill,1,1,House Bill 317
HB 320,HB,House Bill,1,1,House Bill 320
HB 322,HB,House Bill,1,1,House Bill 322
HB 324,HB,House Bill,1,1,House Bill 324
HB 3244,HB,House Bill,1,1,House Bill 3244
HB 328,HB,House Bill,1,1,House Bill 328
HB 332,HB,House Bill,1,1,House Bill 332
HB 338,HB,House Bill,1,1,House Bill 338
HJR 13,HJR,House Joint Resolution,1,1,House Joint Resolution 13; House Joint resolution 13
SB 7D,SB,Senate Bill,1,1,"SB
7D"
SB 708,SB,Senate Bill,1,1,Senate Bill 708
SB 4481,SB,Senate Bill,1,1,SB 4481
SB 5959,SB,Senate Bill,1,1,Senate Bill 5959
SB 1485,SB,Senate Bill,1,1,"Senate Bill
1485"
HB 5454,HB,House Bill,1,1,House Bill 5454
HM 19,HM,House Memorial,1,1,House Memorial 19
HB 429,HB,House Bill,1,1,House Bill 429
HB 432,HB,House Bill,1,1,House Bill 432
HB 434,HB,House Bill,1,1,House Bill 434
HB 445,HB,House Bill,1,1,House Bill 445
HB 4500,HB,House Bill,1,1,House Bill 4500
HB 2297,HB,House Bill,1,1,House Bill 2297
HB 3134,HB,House Bill,1,1,"House Bill
3134"
SB 3150,SB,Senate Bill,1,1,Senate Bill 3150
HB 864,HB,House Bill,1,1,House Bill 864
HB 425,HB,House Bill,1,1,House Bill 425
HB 478,HB,House Bill,1,1,House Bill 478
HB 483,HB,House Bill,1,1,House Bill 483
HB 485,HB,House Bill,1,1,House Bill 485
HB 489,HB,House Bill,1,1,House Bill 489
HB 490,HB,House Bill,1,1,House Bill 490
HB 491,HB,House Bill,1,1,"House Bill
491"
HB 492,HB,House Bill,1,1,House Bill 492
HB 496,HB,House Bill,1,1,House Bill 496
HB 495,HB,House Bill,1,1,House Bill 495
HB 498,HB,House Bill,1,1,House Bill 498
HB 499,HB,House Bill,1,1,House Bill 499
HB 501,HB,House Bill,1,1,House Bill 501
HB 508,HB,House Bill,1,1,House Bill 508
HB 509,HB,House Bill,1,1,"House Bill
509"
HB 510,HB,House Bill,1,1,House Bill 510
HB 511,HB,House Bill,1,1,House Bill 511
HB 514,HB,House Bill,1,1,House Bill 514
HB 515,HB,House Bill,1,1,House Bill 515
HB 516,HB,House Bill,1,1,House Bill 516
HB 5018,HB,House Bill,1,1,House Bill 5018
HB 520,HB,House Bill,1,1,House Bill 520
HB 522,HB,House Bill,1,1,House Bill 522
HB 5222,HB,House Bill,1,1,House Bill 5222
HB 523,HB,House Bill,1,1,House Bill 523
HB 524,HB,House Bill,1,1,House Bill 524
HB 525,HB,House Bill,1,1,House Bill 525
HB 528,HB,House Bill,1,1,House Bill 528
HB 529,HB,House Bill,1,1,House Bill 529
HB 530,HB,House Bill,1,1,House Bill 530
HB 531,HB,House Bill,1,1,House Bill 531
HB 534,HB,House Bill,1,1,House Bill 534
HB 535,HB,House Bill,1,1,House Bill 535
HB 538,HB,House Bill,1,1,House Bill 538
HB 539,HB,House Bill,1,1,House Bill 539
HB 541,HB,House Bill,1,1,House Bill 541
HB 544,HB,House Bill,1,1,House Bill 544
HB 545,HB,House Bill,1,1,House Bill 545
HB 549,HB,House Bill,1,1,House Bill 549
HB 550,HB,House Bill,1,1,House Bill 550
HB 556,HB,House Bill,1,1,House Bill 556
HB 557,HB,House Bill,1,1,"House Bill
557; House Bill 557"
HB 558,HB,House Bill,1,1,House Bill 558
HB 559,HB,House Bill,1,1,House Bill 559
HB 563,HB,House Bill,1,1,House Bill 563
HB 565,HB,House Bill,1,1,House Bill 565
HB 566,HB,House Bill,1,1,House Bill 566
HB 567,HB,House Bill,1,1,House Bill 567
HB 572,HB,House Bill,1,1,"House Bill
572; House Bill 572"
HB 573,HB,House Bill,1,1,House Bill 573
HB 575,HB,House Bill,1,1,House Bill 575
HB 5755,HB,House Bill,1,1,House Bill 5755
HB 578,HB,House Bill,1,1,House Bill 578
HB 582,HB,House Bill,1,1,House Bill 582
HB 583,HB,House Bill,1,1,House Bill 583
HB 602,HB,House Bill,1,1,House Bill 602
HB 604,HB,House Bill,1,1,House Bill 604
HB 608,HB,House Bill,1,1,House Bill 608
HB 610,HB,House Bill,1,1,House Bill 610
HB 612,HB,House Bill,1,1,House Bill 612
HB 614,HB,House Bill,1,1,House Bill 614
HB 616,HB,House Bill,1,1,House Bill 616
HB 620,HB,House Bill,1,1,House Bill 620
HB 622,HB,House Bill,1,1,House Bill 622
HB 6868,HB,House Bill,1,1,House Bill 6868
HB 9696,HB,House Bill,1,1,House Bill 9696
HB 235,HB,House Bill,1,1,House Bill 235
HB 353,HB,House Bill,1,1,House Bill 353
HB 358,HB,House Bill,1,1,House Bill 358
HB 359,HB,House Bill,1,1,"House Bill
359; House Bill 359"
HB 376,HB,House Bill,1,1,House Bill 376
HB 378,HB,House Bill,1,1,House Bill 378
HB 380,HB,House Bill,1,1,House Bill 380
HB 381,HB,House Bill,1,1,House Bill 381
HB 382,HB,House Bill,1,1,House Bill 382
HB 383,HB,House Bill,1,1,House Bill 383
HB 384,HB,House Bill,1,1,House Bill 384
HB 385,HB,House Bill,1,1,House Bill 385
HB 388,HB,House Bill,1,1,House Bill 388
HB 2144,HB,House Bill,1,1,House Bill 2144
HB 451,HB,House Bill,1,1,House Bill 451
HB 4533,HB,House Bill,1,1,House Bill 4533
HB 454,HB,House Bill,1,1,House Bill 454
HB 466,HB,House Bill,1,1,House Bill 466
HB 467,HB,House Bill,1,1,House Bill 467
HB 471,HB,House Bill,1,1,House Bill 471
HB 472,HB,House Bill,1,1,House Bill 472
HB 1677,HB,House Bill,1,1,House Bill 1677
HB 168,HB,House Bill,1,1,House Bill 168
HB 1609,HB,House Bill,1,1,House Bill 1609
HCR 1,HCR,House Concurrent Resolution,1,1,House concurrent resolution 1
HJR 6,HJR,House Joint Resolution,1,1,House Joint Resolution 6
HB 391,HB,House Bill,1,1,House Bill 391
HB 399,HB,House Bill,1,1,House Bill 399
HB 3999,HB,House Bill,1,1,House Bill 3999
HB 401,HB,House Bill,1,1,House Bill 401
HB 409,HB,House Bill,1,1,House Bill 409
HM 4545,HM,House Memorial,1,1,"House Memorial
4545"
HB 4141,HB,House Bill,1,1,House Bill 4141
HB 2111,HB,House Bill,1,1,House Bill 2111
HB 224,HB,House Bill,1,1,House Bill 224
HM 7,HM,House Memorial,1,1,House Memorial 7
SB 5353,SB,Senate Bill,1,1,Senate Bill 5353
HJR 22,HJR,House Joint Resolution,1,1,House Joint Resolution 22; House Joint resolution 22
HM 63,HM,House Memorial,1,1,House Memorial 63
SB 1115,SB,Senate Bill,1,1,Senate Bill 1115
HB 5505,HB,House Bill,1,1,"House Bill
5505"
HB 60S,HB,House Bill,1,1,House Bill 60s
HB 212S,HB,House Bill,1,1,HB 212s
HB 5581,HB,House Bill,1,1,HB 5581
SB 2260,SB,Senate Bill,1,1,Senate Bill 2260
HB 257,HB,House Bill,1,1,"HB 257; House Bill
257; House Bill 257; house Bill 257"
SJR 2,SJR,Senate Joint Resolution,1,1,"SJR
2; SJR2"
SB 90,SB,Senate Bill,1,1,SB 90; Senate Bill 90
SB 484,SB,Senate Bill,1,1,"SB
484; SB 484; Senate Bill 484"
SM 13TH,SM,Senate Memorial,1,1,"SM
13th"
SB 2218,SB,Senate Bill,1,1,Senate Bill 2218
SB 841,SB,Senate Bill,1,1,SB 841
SB 4514,SB,Senate Bill,1,1,Senate Bill 4514
SB 311,SB,Senate Bill,1,1,Senate Bill 311
HB 5669,HB,House Bill,1,1,House Bill 5669
SB 1001,SB,Senate Bill,1,1,Senate Bill 1001
HB 1252,HB,House Bill,1,1,"HB
1252"
HB 752,HB,House Bill,1,1,"house Bill
752"
SB 41A,SB,Senate Bill,1,1,Senate Bill 41A
HJR 111,HJR,House Joint Resolution,1,1,HJR 111
HB 291ST,HB,House Bill,1,1,House Bill 291st
HB 832,HB,House Bill,1,1,House Bill 832
HB 4414,HB,House Bill,1,1,"House Bill
4414"
HB 1893,HB,House Bill,1,1,HB 1893
HB 3982,HB,House Bill,1,1,House Bill 3982
HCR 10,HCR,House Concurrent Resolution,1,1,HCR 10
SB 4775,SB,Senate Bill,1,1,Senate Bill 4775
SB 82IT,SB,Senate Bill,1,1,Senate Bill 82it
HB 1981,HB,House Bill,1,1,House Bill 1981
HB 22A,HB,House Bill,1,1,HB 22A
HB 2521,HB,House Bill,1,1,"HB
2521"
SM 38,SM,Senate Memorial,1,1,"Senate Memorial
38; Senate Memorial 38"
SM 145,SM,Senate Memorial,1,1,Senate Memorial 145
SB 2425,SB,Senate Bill,1,1,SB 2425
SB 3S,SB,Senate Bill,1,1,SB3s
SM 51,SM,Senate Memorial,1,1,"Senate Memorial
51"
HB 887,HB,House Bill,1,1,"House bill
887"
SB 35,SB,Senate Bill,1,1,Senate Bill 35
SB 397,SB,Senate Bill,1,1,"SB
397; SB 397"
HB 43A,HB,House Bill,1,1,HB 43A
SB 385,SB,Senate Bill,1,1,Senate Bill 385
SB 3088,SB,Senate Bill,1,1,Senate Bill 3088
SB 388,SB,Senate Bill,1,1,Senate Bill 388
SB 389,SB,Senate Bill,1,1,Senate Bill 389
SB 390,SB,Senate Bill,1,1,Senate Bill 390
SB 400,SB,Senate Bill,1,1,Senate Bill 400
SB 4002,SB,Senate Bill,1,1,Senate Bill 4002
SB 403,SB,Senate Bill,1,1,Senate Bill 403
SB 405,SB,Senate Bill,1,1,Senate Bill 405
SB 406,SB,Senate Bill,1,1,Senate Bill 406
SB 407,SB,Senate Bill,1,1,Senate Bill 407
SM 7,SM,Senate Memorial,1,1,Senate Memorial 7
SB 386,SB,Senate Bill,1,1,Senate Bill 386
HB 7756,HB,House Bill,1,1,House Bill 7756
HB 2020,HB,House Bill,1,1,House Bill 2020
SB 309,SB,Senate Bill,1,1,Senate Bill 309
SB 3011,SB,Senate Bill,1,1,Senate Bill 3011
SB 312,SB,Senate Bill,1,1,Senate Bill 312
SB 3016,SB,Senate Bill,1,1,Senate Bill 3016
SB 321,SB,Senate Bill,1,1,Senate Bill 321
SB 223,SB,Senate Bill,1,1,Senate Bill 223
SB 224,SB,Senate Bill,1,1,Senate Bill 224
SB 229,SB,Senate Bill,1,1,"Senate Bill
229; Senate Bill 229"
SB 234,SB,Senate Bill,1,1,Senate Bill 234
SB 373,SB,Senate Bill,1,1,"Senate Bill
373"
SB 3237,SB,Senate Bill,1,1,Senate Bill 3237
SB 326,SB,Senate Bill,1,1,Senate Bill 326
SB 328,SB,Senate Bill,1,1,Senate bill 328
SB 329,SB,Senate Bill,1,1,Senate Bill 329
SB 331,SB,Senate Bill,1,1,Senate Bill 331
SB 333,SB,Senate Bill,1,1,Senate Bill 333
SB 334,SB,Senate Bill,1,1,Senate Bill 334
SB 337,SB,Senate Bill,1,1,Senate Bill 337
SB 340,SB,Senate Bill,1,1,Senate Bill 340; Senate bill 340
SB 341,SB,Senate Bill,1,1,Senate Bill 341
SJR 10,SJR,Senate Joint Resolution,1,1,Senate joint resolution 10
SB 428,SB,Senate Bill,1,1,Senate Bill 428
SB 429,SB,Senate Bill,1,1,Senate Bill 429
SB 431,SB,Senate Bill,1,1,Senate Bill 431
SB 94,SB,Senate Bill,1,1,Senate Bill 94
SB 243,SB,Senate Bill,1,1,Senate Bill 243
SB 253,SB,Senate Bill,1,1,Senate Bill 253
SB 255,SB,Senate Bill,1,1,Senate Bill 255
SB 263,SB,Senate Bill,1,1,Senate Bill 263
SB 272,SB,Senate Bill,1,1,Senate Bill 272
SB 3535,SB,Senate Bill,1,1,Senate Bill 3535
SM 25,SM,Senate Memorial,1,1,Senate Memorial 25
SM 21,SM,Senate Memorial,1,1,Senate Memorial 21
SM 17,SM,Senate Memorial,1,1,Senate Memorial 17
SB 382,SB,Senate Bill,1,1,Senate Bill 382
SB 459,SB,Senate Bill,1,1,Senate Bill 459
SB 460,SB,Senate Bill,1,1,Senate Bill 460
SB 461,SB,Senate Bill,1,1,Senate Bill 461
SB 463,SB,Senate Bill,1,1,Senate Bill 463
